institutionID,name,bic,environmentType,countries,brands,active,businessAccounts,aISAccount,aISAccounts,aISAccountBalances,aISAccountsWithoutBalance,aISTransactions,aISIdentity,aISStatements,pISDomesticSingle,pISDomesticSingleInstant,pISFuturePayment,pISStandingOrder,pISVRP,pISInternationalSingle,pISInternationalFuturePayment,pISInternationalFixedRecurring,pISBulkPayments,singleAuth,preAuth,embedded,domesticSinglePaymentRefund,domesticScheduledPaymentRefund,domesticPeriodicPaymentRefund,internationalSinglePaymentRefund,internationalScheduledPaymentRefund
rb-om,Raiffeisenbank Oberteuringen-Meckenbeuren eG,GENODES1OTE,LIVE,DE,,true,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No
rb-onw,Raiffeisenbank Oberpfalz NordWest eG,GENODEF1KEM,LIVE,DE,,true,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No
rb-opf-jura,Raiffeisenbank im Oberpfälzer Jura eG,GENODEF1HEM,LIVE,DE,,true,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No
rb-os,Raiffeisenbank Oberpfalz Süd eG,GENODEF1DST,LIVE,DE,,true,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No
rb-parkstetten,Raiffeisenbank Parkstetten eG,GENODEF1PST,LIVE,DE,,true,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No
rb-pfaffenhausen,Raiffeisenbank Pfaffenhausen eG,GENODEF1PFA,LIVE,DE,,true,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No
rb-rattiszell-konzell,Raiffeisenbank Rattiszell-Konzell eG,GENODEF1RZK,LIVE,DE,,true,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No
rb-reute-gaisbeuren,Raiffeisenbank Reute-Gaisbeuren eG,GENODES1RRG,LIVE,DE,,true,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No
rb-schwaben,Raiffeisenbank Schwaben Mitte eG,GENODEF1BLT,LIVE,DE,,true,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No
rb-singoldtal,Raiffeisenbank Singoldtal eG,GENODEF1HUA,LIVE,DE,,true,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No
rb-sobland,Raiffeisenbank Schrobenhausener Land eG,GENODEF1WFN,LIVE,DE,,true,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No
rb-solfingen,Raiffeisenbank Sondelfingen eG,GENODES1RSF,LIVE,DE,,true,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No
rb-sued-oal,Raiffeisenbank Südliches Ostallgäu eG,GENODEF1RHP,LIVE,DE,,true,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No
rb-thannhausen,Raiffeisenbank Thannhausen eG,GENODEF1THS,LIVE,DE,,true,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No
rb-thurnauerland,Raiffeisenbank Thurnauer Land eG,GENODEF1THA,LIVE,DE,,true,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No
rb-tofk,Raiffeisenbank Taufkirchen-Oberneukirchen eG,GENODEF1TAE,LIVE,DE,,true,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No
rb-tuerkheim,Raiffeisenbank Türkheim eG,GENODEF1TRH,LIVE,DE,,true,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No
rb-uz,Raiffeisenbank Unteres Zusamtal eG,GENODEF1BWI,LIVE,DE,,true,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No
rb-wald,Raiffeisenbank Wald-Görisried eG,GENODEF1WGO,LIVE,DE,,true,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No
rb-wegscheid,Raiffeisenbank Wegscheid eG,GENODEF1WSD,LIVE,DE,,true,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No
rb-wittelsbacher,Raiffeisenbank Wittelsbacher Land eG,GENODEF1MRI,LIVE,DE,,true,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No
rb-wl,Raiffeisenbank Werratal-Landeck eG,GENODEF1RAW,LIVE,DE,,true,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No
rb-wuestenselbitz,Raiffeisenbank Wüstenselbitz eG,GENODEF1WSZ,LIVE,DE,,true,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No
rbelbmarsch,Raiffeisenbank Elbmarsch eG,GENODEF1HTE,LIVE,DE,,true,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No
rbfalkenstein-woerth,Raiffeisenbank Falkenstein-Wörth eG,GENODEF1FKS,LIVE,DE,,true,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No
rbggendorf,Raiffeisenbank eG Deggendorf-Plattling-Sonnenwald,GENODEF1DEG,LIVE,DE,,true,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No
rbk-haag-gars,Raiffeisenbank Haag-Gars-Maitenbeth eG,GENODEF1HMA,LIVE,DE,,true,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No
rbk-rsa,Bankhaus RSA eG,GENODEF1RME,LIVE,DE,,true,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No
rbkalbe-bismark,Raiffeisenbank Kalbe-Bismark eG,GENODEF1KAB,LIVE,DE,,true,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No
rbkk,Raiffeisenbank Kreis Kelheim eG,GENODEF1ABS,LIVE,DE,,true,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No
rbleezen,"Raiffeisenbank eG, Leezen",GENODEF1LZN,LIVE,DE,,true,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No
rbmehring-leiwen,Raiffeisenbank Mehring-Leiwen eG,GENODED1MLW,LIVE,DE,,true,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No
rbnzlingen-sexau,Raiffeisenbank Denzlingen-Sexau eG,GENODE61DEN,LIVE,DE,,true,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No
rbok,Raiffeisenbank Ortenburg-Kirchberg v.W. eG,GENODEF1ORT,LIVE,DE,,true,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No
rbopr,Raiffeisenbank Ostprignitz - Ruppin eG,GENODEF1NPP,LIVE,DE,,true,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No
rbowschlag,"Raiffeisenbank eG, Owschlag",GENODEF1OWS,LIVE,DE,,true,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No
rbpn,Raiffeisenbank im Landkreis Passau-Nord eG,GENODEF1TIE,LIVE,DE,,true,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No
rbrnbach,"Raiffeisenbank eG, Rodenbach",GENODEF1RDB,LIVE,DE,,true,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No
rbs,Royal Bank of Scotland,RBSSGBKCXXX,LIVE,GB,,true,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,No,Yes,Yes,No,No,No,No,Yes,Yes,No,No,Yes,Yes,Yes,No,No
rbs-clearspend,Royal Bank of Scotland ClearSpend,,LIVE,GB,,true,No,Yes,Yes,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
rbs-sandbox,Royal Bank of Scotland Sandbox,GENODEF1LST,SANDBOX,GB,,true,No,Yes,Yes,No,No,Yes,No,No,Yes,No,Yes,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No
rbsbusiness,Royal Bank of Scotland Bankline,RBSSGBKCXXX,LIVE,GB,,true,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,No,Yes,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No
rbscharrel,Raiffeisenbank eG Scharrel,GENODEF1SAN,LIVE,DE,,true,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No
rbseestermuehe,"Raiffeisenbank eG, Seestermühe",GENODEF1SST,LIVE,DE,,true,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No
rbsinternational-clearspend,RBS International ClearSpend,,LIVE,GB,,true,No,Yes,Yes,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
rbsum,Raiffeisenbank eG,GENODEF1GRS,LIVE,DE,,true,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No
rbtnbuettel,"Raiffeisenbank eG, Todenbüttel",GENODEF1TOB,LIVE,DE,,true,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No
rbui,Raiffeisenbank Unteres Inntal eG,GENODEF1NUI,LIVE,DE,,true,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No
rbuv,Raiffeisenbank Unteres Vilstal eG,GENODEF1SDM,LIVE,DE,,true,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No
rbvw,Raiffeisenbank Mainschleife - Steigerwald eG,GENODEF1WED,LIVE,DE,,true,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No
regiobank,Regio Bank,RBRBNL21,LIVE,NL,devolksbank,true,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,No,Yes,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No
renta4_banco,Renta4 Banco,RENBESMMXXX,LIVE,ES,,true,No,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No
revolut,Revolut,REVOGB2LXXX,LIVE,GB,,true,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No
revolut-sandbox,Revolut Sandbox,,SANDBOX,GB,,true,No,Yes,Yes,Yes,No,Yes,No,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No
revolut_eu,Revolut EU,REVOGB21XXX,LIVE,"LV,AT,PT,DE,ES,NO,SE,IE,IT,FR,FI,EE,IS,LT,DK,NL,BE",,true,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No,No
revolut_eu-sandbox,Revolut EU Sandbox,,SANDBOX,"LV,AT,PT,DE,ES,NO,SE,IE,IT,FR,FI,EE,IS,LT,DK,NL,BE",,true,No,Yes,Yes,No,No,Yes,No,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No
rheingauer-volksbank,Rheingauer Volksbank eG,GENODE51RGG,LIVE,DE,,true,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No
rhoen-rennsteig-spk,Rhön-Rennsteig Sparkasse,HELADEF1RRS,LIVE,DE,,true,Yes,No,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No
rileg,Raiffeisenbank Isar-Loisachtal eG,GENODEF1HHS,LIVE,DE,,true,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No
ringkjobing-landbobank,Ringkjøbing Landbobank,,LIVE,DK,,true,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No
ringkjobing-landbobank-sandbox,Ringkjøbing Landbobank Sandbox,,SANDBOX,DK,,true,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No
risparmioasti_it,Cassa di Risparmio di Asti,CRBZIT2B003,LIVE,IT,,true,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,Yes,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No
risparmiofossano_it,Cassa di Risparmio di Fossano S.p.A.,CRBZIT2B003,LIVE,IT,,true,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,Yes,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No
risparmioorvieto_it,Cassa di risparmio di Orvieto,CRBZIT2B003,LIVE,IT,,true,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,Yes,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No
risparmiovolterra_it,Cassa di Risparmio di Volterra,CRBZIT2B003,LIVE,IT,,true,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,Yes,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No
rmbeg,Raiffeisen - meine Bank eG,GENODEF1FYS,LIVE,DE,,true,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No
rsb-retail-service-bank,RSB Retail+Service Bank GmbH,SABUDES1XXX,LIVE,DE,,true,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No
rv-banken,Raiffeisen-Volksbank Tüssling-Unterneukirchen eG,GENODEF1TUS,LIVE,DE,,true,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No
rv-ebe,Raiffeisen-Volksbank Ebersberg eG,GENODEF1ASG,LIVE,DE,,true,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No
rvb-bad-staffelstein,Volksbank Raiffeisenbank Obermain eG,GENODEF1SFF,LIVE,DE,,true,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No
rvb-donauwoerth,Raiffeisen-Volksbank Donauwörth eG,GENODEF1DON,LIVE,DE,,true,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No
rvb-hassberge,Raiffeisen-Volksbank Haßberge eG,GENODEF1HAS,LIVE,DE,,true,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No
rvbankries,Raiffeisen-Volksbank Ries eG,GENODEF1NOE,LIVE,DE,,true,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No
rvbfresena,Raiffeisen-Volksbank Fresena eG,GENODEF1MAR,LIVE,DE,,true,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No
rvbrspree,Raiffeisen-Volksbank Oder-Spree eG,GENODEF1BKW,LIVE,DE,,true,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No
rvbvarelnonham,Volksbank Jade-Weser eG,GENODEF1VAR,LIVE,DE,,true,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No
rvbwemding,Raiffeisen-Volksbank Wemding eG,GENODEF1WDN,LIVE,DE,,true,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No
saalesparkasse,Saalesparkasse,NOLADE21HAL,LIVE,DE,,true,Yes,No,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No
salzlandsparkasse,Salzlandsparkasse,NOLADE21SES,LIVE,DE,,true,Yes,No,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No
santander-business_uk,Santander (Business UK),ABBYGB2LXXX,LIVE,GB,,true,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,Yes,Yes,No,No,Yes,Yes,Yes,No,No
santander-corporate_uk,Santander (Corporate UK),ABBYGB2LXXX,LIVE,GB,,true,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,Yes,Yes,No,No,Yes,Yes,Yes,No,No
santander-personal_uk,Santander (Personal UK),ABBYGB2LXXX,LIVE,GB,,true,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,No,Yes,No,No,Yes,Yes,Yes,No,No
schlern-rosengarten,RAIFFEISENKASSE SCHLERN-ROSENGARTEN CASSA RAIFFEISEN SCHLERN-ROSENGARTEN,RZSBIT21XXX,LIVE,IT,,true,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No,No
sdk-bockum-hoevel,Spar- und Darlehnskasse Bockum-Hövel eG,GENODEM1HBH,LIVE,DE,,true,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No
sdkinlamstedt,Spar- und Darlehnskasse Börde Lamstedt-Hechthausen eG,GENODEF1LAS,LIVE,DE,,true,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No
seb-baltics_ee,SEB Estonia,EEUHEE2X,LIVE,EE,,true,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,No,No,No,No,No,No,No
seb-baltics_ee-sandbox,SEB Estonia Sandbox,EEUHEE2X,SANDBOX,EE,,true,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,No,No,No,No,No,No,No
seb-baltics_lt,SEB Lithuania,CBVILT2X,LIVE,LT,,true,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,No,No,No,No,No,No,No
seb-baltics_lv,SEB Latvia,UNLALV2X,LIVE,LV,,true,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,No,No,No,No,No,No,No
seb-sweden,SEB Sweden,ESSESESSXXX,LIVE,SE,,true,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,No,Yes,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No
seb-sweden-sandbox,SEB Sweden Sandbox,ESSESESSXXX,SANDBOX,SE,,true,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,No,Yes,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No
seebachgrund,Raiffeisenbank DreiFranken eG,GENODEF1HSE,LIVE,DE,,true,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No
selfbank,Self Bank,SELFESMMXXX,LIVE,ES,,true,No,Yes,Yes,Yes,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
servicebank-btv-bank,BTV Bank für Tirol und Vorarlberg AG Zweigniederlassung Deutschland,BTVADE61XXX,LIVE,DE,,true,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No
silandro,RAIFFEISENKASSE SCHLANDERS CASSA RAIFFEISEN SILANDRO,RZSBIT21XXX,LIVE,IT,,true,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No,No
siliconvalleybank,Silicon Valley Bank,SVBKUS6SXXX,LIVE,"GB,DE",,true,Yes,Yes,Yes,No,No,Yes,No,No,Yes,No,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No
siliconvalleybank-sandbox,Silicon Valley Bank (Sandbox),SVBKUS6SXXX,SANDBOX,"GB,DE",,true,Yes,Yes,Yes,No,No,Yes,No,No,Yes,No,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No
skandia,Skandia,SKIASESSXXX,LIVE,SE,,true,No,Yes,Yes,Yes,No,Yes,No,No,Yes,No,No,Yes,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No
skandia-sandbox,Skandia Sandbox,SKIASESSXXX,SANDBOX,SE,,true,No,Yes,Yes,Yes,No,Yes,No,No,Yes,No,No,Yes,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No
skandinaviska-sandbox_dk,Skandinaviska Enskilda Banken Danmark Sandbox,ESSEDKKK,SANDBOX,DK,skandinaviska-sandbox_dk,true,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,No
skandinaviska_dk,Skandinaviska Enskilda Banken Danmark,ESSEDKKK,LIVE,DK,skandinaviska_dk,true,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,No
skb-badhomburg,Spar- und Kreditbank Evangelisch-Freikirchlicher Gemeinden eG,GENODE51BH2,LIVE,DE,,true,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No
skb-buehlertal,Spar- und Kreditbank Bühlertal eG,GENODE61BHT,LIVE,DE,,true,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No
skb-gemuen,Spar- u. Kredit-Bank eG,GENODEF1GMD,LIVE,DE,,true,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No
skb-hammah,"Spar- und Kreditbank eG, Hammah",GENODEF1HAA,LIVE,DE,,true,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No
skb-rheinstetten,Spar- und Kreditbank Rheinstetten eG,GENODE61RH2,LIVE,DE,,true,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No
skbwitten,Spar- und Kreditbank des Bundes Freier evangelischer Gemeinden eG,GENODEM1BFG,LIVE,DE,,true,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No
skjern,Skjern Bank,,LIVE,DK,,true,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No
skjern-sandbox,Skjern Bank Sandbox,,SANDBOX,DK,,true,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No
smbc,Sumitomo Mitsui Banking Corporation,SMBCDEDDXXX,LIVE,"BE,DE,FR",,true,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,No,Yes,No,No,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No
smbc-sandbox,Sumitomo Mitsui Banking Corporation - Sandbox,SMBCDEDDXXX,SANDBOX,"BE,DE,FR",,true,Yes,Yes,Yes,No,No,Yes,No,No,Yes,No,Yes,No,No,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No
smbc_uk,Sumitomo Mitsui Banking Corporation,SMBCGB2L,LIVE,GB,,true,Yes,Yes,Yes,No,No,Yes,No,No,Yes,No,Yes,No,No,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No
snsbank,SNS Bank,SNSBNL2AXXX,LIVE,NL,devolksbank,true,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,No,Yes,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No
snsbank-sandbox,SNS Bank Sandbox,SNSBNL2AXXX,SANDBOX,NL,devolksbank,true,No,Yes,Yes,No,No,Yes,No,No,Yes,No,Yes,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No
sob-bank,Schrobenhausener Bank eG,GENODEF1SBN,LIVE,DE,,true,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No
soc-gen-business,Societe Generale Business,SOGEFRPPPSZ,LIVE,FR,soc-gen-personal,true,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No
